method,backbone_name,lambda,alpha,beta,normalization,NDCG@10,MRR,HR@1,HR@3,NDCG@3,NDCG@5,HR@10,positive_rank_mean,positive_rank_median,candidate_pool_size_mean,candidate_pool_size_min,candidate_pool_size_max,hr10_trivial_flag,rank_change_rate,top10_order_change_rate,mean_kendall_tau,base_risk_spearman,relative_NDCG_vs_backbone,relative_MRR_vs_backbone
C_Backbone_plus_evidence_risk,tfidf_cosine,0.5,1.0,0.0,zscore,0.700224284438997,0.6032333333333333,0.406,0.7305,0.5940431614535772,0.670124777128369,1.0,2.5115,2.0,6.0,6.0,6.0,True,0.46,0.8135,0.7065999999999999,0.1935588335252477,-0.01023961492295046,-0.015945949620043195
D_Backbone_plus_calibrated_relevance_plus_evidence_risk,tfidf_cosine,0.0,0.5,0.5,zscore,0.7371959020707898,0.651975,0.477,0.7685,0.6455317771214336,0.7145767456894304,1.0,2.306,2.0,6.0,6.0,6.0,True,0.5681666666666666,0.856,0.5677333333333332,0.1935588335252477,0.0420194159581081,0.06356629192099081
D_Backbone_plus_calibrated_relevance_plus_evidence_risk,tfidf_cosine,0.05,0.5,0.5,zscore,0.7359107030525722,0.6501333333333333,0.4725,0.771,0.644924566382148,0.7143601682325368,1.0,2.2995,2.0,6.0,6.0,6.0,True,0.591,0.8975,0.5375333333333333,0.1935588335252477,0.0402027993347775,0.06056198257228707
D_Backbone_plus_calibrated_relevance_plus_evidence_risk,tfidf_cosine,0.1,0.5,0.5,zscore,0.7343814200403653,0.6482166666666667,0.471,0.765,0.6411091015053624,0.7114060564718979,1.0,2.317,2.0,6.0,6.0,6.0,True,0.5806666666666668,0.8965,0.5532,0.1935588335252477,0.038041172300853125,0.057435325784043284
D_Backbone_plus_calibrated_relevance_plus_evidence_risk,tfidf_cosine,0.2,0.5,0.5,zscore,0.7272300743226209,0.6388083333333334,0.4575,0.761,0.6327518907660767,0.7010488460701813,1.0,2.3595,2.0,6.0,6.0,6.0,True,0.5674166666666667,0.8855,0.5735333333333332,0.1935588335252477,0.02793281295269845,0.04208751920175119
D_Backbone_plus_calibrated_relevance_plus_evidence_risk,tfidf_cosine,0.5,0.5,0.5,zscore,0.672134184368532,0.5657916666666666,0.348,0.7175,0.5603761780035776,0.6420346770579042,1.0,2.627,2.0,6.0,6.0,6.0,True,0.6000833333333333,0.897,0.5415333333333333,0.1935588335252477,-0.04994470496402344,-0.07702451027038788
D_Backbone_plus_calibrated_relevance_plus_evidence_risk,tfidf_cosine,0.0,0.75,0.25,zscore,0.729281713066056,0.6414249999999999,0.4595,0.763,0.6354065395339339,0.7055939351233724,1.0,2.3405,2.0,6.0,6.0,6.0,True,0.4495,0.779,0.6863999999999999,0.1935588335252477,0.030832784858654667,0.04635608542570109
D_Backbone_plus_calibrated_relevance_plus_evidence_risk,tfidf_cosine,0.05,0.75,0.25,zscore,0.7310979884279829,0.6438166666666666,0.463,0.7665,0.6386446800267911,0.7068758997046374,1.0,2.3305,2.0,6.0,6.0,6.0,True,0.4785,0.8275,0.6596,0.1935588335252477,0.03340007285705212,0.050257609331031385
D_Backbone_plus_calibrated_relevance_plus_evidence_risk,tfidf_cosine,0.1,0.75,0.25,zscore,0.728998059078611,0.6411333333333333,0.46,0.7635,0.6356446800267911,0.7017482092648475,1.0,2.351,2.0,6.0,6.0,6.0,True,0.4673333333333333,0.815,0.6759333333333332,0.1935588335252477,0.030431842637595963,0.04588028982749023
D_Backbone_plus_calibrated_relevance_plus_evidence_risk,tfidf_cosine,0.2,0.75,0.25,zscore,0.7247185524848125,0.6355083333333333,0.452,0.761,0.630656539533934,0.6967562882968328,1.0,2.3765,2.0,6.0,6.0,6.0,True,0.4605,0.8155,0.6881999999999999,0.1935588335252477,0.024382800654410095,0.03670423186199222
D_Backbone_plus_calibrated_relevance_plus_evidence_risk,tfidf_cosine,0.5,0.75,0.25,zscore,0.7047353806883987,0.6093500000000001,0.419,0.7325,0.5993828205196481,0.6755263913455407,1.0,2.4985,2.0,6.0,6.0,6.0,True,0.5059166666666667,0.8595,0.6669999999999999,0.1935588335252477,-0.0038632231579823987,-0.005967836217560732
D_Backbone_plus_calibrated_relevance_plus_evidence_risk,tfidf_cosine,0.0,0.9,0.09999999999999998,zscore,0.7259670809347851,0.637075,0.453,0.7625,0.6322993287946483,0.7006763706501156,1.0,2.362,2.0,6.0,6.0,6.0,True,0.385,0.6965,0.7408666666666666,0.1935588335252477,0.026147583777312734,0.039259933932382675
D_Backbone_plus_calibrated_relevance_plus_evidence_risk,tfidf_cosine,0.05,0.9,0.09999999999999998,zscore,0.7244552745401404,0.6351083333333334,0.45,0.7625,0.6310611883017911,0.6964930103521606,1.0,2.3745,2.0,6.0,6.0,6.0,True,0.41183333333333333,0.7465,0.7168,0.1935588335252477,0.024010659776562932,0.036051712184445764
D_Backbone_plus_calibrated_relevance_plus_evidence_risk,tfidf_cosine,0.1,0.9,0.09999999999999998,zscore,0.7197193219658683,0.628875,0.441,0.7535,0.6225849073160771,0.6906884362165645,1.0,2.4015,2.0,6.0,6.0,6.0,True,0.4055833333333333,0.7435,0.7310666666666666,0.1935588335252477,0.017316435728944188,0.025883280542678914
D_Backbone_plus_calibrated_relevance_plus_evidence_risk,tfidf_cosine,0.2,0.9,0.09999999999999998,zscore,0.7149161486662939,0.6227583333333333,0.4365,0.741,0.6129065395339339,0.684816641355666,1.0,2.4445,2.0,6.0,6.0,6.0,True,0.4168333333333333,0.762,0.7327333333333333,0.1935588335252477,0.01052719582363684,0.015905167140196633
D_Backbone_plus_calibrated_relevance_plus_evidence_risk,tfidf_cosine,0.5,0.9,0.09999999999999998,zscore,0.7033652222389257,0.6073999999999999,0.4125,0.7315,0.5974658370696486,0.6739781293025138,1.0,2.496,2.0,6.0,6.0,6.0,True,0.4723333333333333,0.8265,0.6959333333333332,0.1935588335252477,-0.005799929131631166,-0.00914886964560024
