method,backbone_name,lambda,alpha,beta,normalization,HR@1,HR@3,HR@5,HR@10,NDCG@1,NDCG@3,NDCG@5,NDCG@10,MRR,MRR@10,Recall@10,positive_rank_mean,positive_rank_median,candidate_pool_size_mean,candidate_pool_size_min,candidate_pool_size_max,hr10_trivial_flag,rank_change_rate,top10_order_change_rate,mean_kendall_tau,base_risk_spearman,relative_NDCG_vs_backbone,relative_MRR_vs_backbone,relative_HR_vs_backbone
D_Bert4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_bert4rec,0.05,0.9,0.09999999999999998,zscore,0.084,0.484,0.852,1.0,0.084,0.3067817771214337,0.4589601303716477,0.5116787940636349,0.3558,0.3558,1.0,3.614,4.0,6.0,6.0,6.0,True,0.3753333333333333,0.702,0.7615999999999999,0.08383576731227602,0.052365656905119705,0.09995877988458365,0.0
C_Bert4Rec_plus_evidence_risk,llmesr_bert4rec,0.1,1.0,0.0,zscore,0.072,0.44,0.846,1.0,0.072,0.27354458697857537,0.4405986419070573,0.49545454872169276,0.33526666666666666,0.33526666666666666,1.0,3.768,4.0,6.0,6.0,6.0,True,0.2993333333333334,0.61,0.8301333333333332,0.08383576731227602,0.018997382110172056,0.03647980214344593,0.0
D_Bert4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_bert4rec,0.1,0.5,0.5,zscore,0.19,0.566,0.868,1.0,0.19,0.40235293416429113,0.5268078145950829,0.5738271632933417,0.43743333333333334,0.43743333333333334,1.0,3.26,3.0,6.0,6.0,6.0,True,0.6316666666666666,0.918,0.5269333333333334,0.08383576731227602,0.18018570762597974,0.3523289365210222,0.0
D_Bert4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_bert4rec,0.1,0.75,0.25,zscore,0.11,0.492,0.844,1.0,0.11,0.3232580581071478,0.46889617643489834,0.5244644976237498,0.3728666666666667,0.3728666666666667,1.0,3.566,4.0,6.0,6.0,6.0,True,0.45,0.804,0.7053333333333333,0.08383576731227602,0.0786619104965106,0.15272052761747731,0.0
D_Bert4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_bert4rec,0.1,0.9,0.09999999999999998,zscore,0.086,0.474,0.848,1.0,0.086,0.2996394630357187,0.454401875634373,0.5085453680747924,0.3519666666666667,0.3519666666666667,1.0,3.652,4.0,6.0,6.0,6.0,True,0.365,0.712,0.7762666666666667,0.08383576731227602,0.0459211648969133,0.08810799670239085,0.0
C_Bert4Rec_plus_evidence_risk,llmesr_bert4rec,0.2,1.0,0.0,zscore,0.07,0.44,0.844,1.0,0.07,0.27385388451428994,0.4392577588115258,0.49482608000037726,0.3345333333333333,0.3345333333333333,1.0,3.784,4.0,6.0,6.0,6.0,True,0.344,0.686,0.8018666666666665,0.08383576731227602,0.017704815550008426,0.03421269579554806,0.0
D_Bert4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_bert4rec,0.2,0.5,0.5,zscore,0.186,0.542,0.854,1.0,0.186,0.3865199176142908,0.5151939161241387,0.5672001654419099,0.4291666666666667,0.4291666666666667,1.0,3.336,3.0,6.0,6.0,6.0,True,0.6233333333333334,0.92,0.5378666666666667,0.08383576731227602,0.16655601449008722,0.3267724649629019,0.0
D_Bert4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_bert4rec,0.2,0.75,0.25,zscore,0.106,0.478,0.85,1.0,0.106,0.3142580581071478,0.46701970006784527,0.5204507781340485,0.36783333333333335,0.36783333333333335,1.0,3.61,4.0,6.0,6.0,6.0,True,0.45533333333333326,0.81,0.7029333333333332,0.08383576731227602,0.07040692593116023,0.13715993404781532,0.0
D_Bert4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_bert4rec,0.2,0.9,0.09999999999999998,zscore,0.088,0.456,0.846,1.0,0.088,0.2911157440214328,0.450840736512352,0.5056966433269875,0.34876666666666667,0.34876666666666667,1.0,3.718,4.0,6.0,6.0,6.0,True,0.38633333333333336,0.736,0.7706666666666665,0.08383576731227602,0.04006221563939766,0.07821516900247318,0.0
C_Bert4Rec_plus_evidence_risk,llmesr_bert4rec,0.5,1.0,0.0,zscore,0.076,0.408,0.84,1.0,0.076,0.2608538845142899,0.4378784649291923,0.4948716148664758,0.3350333333333333,0.3350333333333333,1.0,3.822,4.0,6.0,6.0,6.0,True,0.455,0.826,0.7159999999999997,0.08383576731227602,0.017798466742572638,0.03575845012366018,0.0
D_Bert4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_bert4rec,0.5,0.5,0.5,zscore,0.172,0.476,0.848,1.0,0.172,0.34102086796428954,0.49439604243673085,0.5485395348771502,0.40553333333333336,0.40553333333333336,1.0,3.51,4.0,6.0,6.0,6.0,True,0.6186666666666667,0.918,0.5224,0.08383576731227602,0.1281768458194685,0.2537098103874691,0.0
D_Bert4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_bert4rec,0.5,0.75,0.25,zscore,0.122,0.432,0.844,1.0,0.122,0.29506830599286116,0.4635670027479734,0.5191353239368248,0.36713333333333337,0.36713333333333337,1.0,3.702,4.0,6.0,6.0,6.0,True,0.514,0.88,0.6546666666666665,0.08383576731227602,0.0677014418727028,0.1349958779884584,0.0
D_Bert4Rec_plus_calibrated_relevance_plus_evidence_risk,llmesr_bert4rec,0.5,0.9,0.09999999999999998,zscore,0.086,0.408,0.846,1.0,0.086,0.2674250415571474,0.4468583863171347,0.5017142931317702,0.344,0.344,1.0,3.782,4.0,6.0,6.0,6.0,True,0.479,0.85,0.6941333333333332,0.08383576731227602,0.03187174804950005,0.06347897774113755,0.0
