domain,dataset_type,backbone,method,NDCG@10,MRR,HR@1,HR@3,NDCG@3,NDCG@5,relative_NDCG_vs_backbone,relative_MRR_vs_backbone,fallback_rate,positive_fallback_rate,claim_level
movies_small,movies_small,sasrec,C_SASRec_plus_evidence_risk,0.5441077824434909,0.3977,0.128,0.528,0.3549715292357203,0.5070622349842566,0.0055589766090038,0.013248407643312,0.41,0.852,small_cross_domain_caution
movies_small,movies_small,sasrec,D_SASRec_plus_calibrated_relevance_plus_evidence_risk,0.5865365858857646,0.4537333333333333,0.21,0.578,0.4175673556428624,0.5551903534202587,0.0839711323340294,0.156008492569002,0.41,0.852,small_cross_domain_caution
movies_small,movies_small,sasrec,D_SASRec_plus_calibrated_relevance_plus_evidence_risk,0.5618364046966919,0.4211666666666666,0.162,0.54,0.3774478102214345,0.5276405147343218,0.038323027822456,0.0730360934182589,0.41,0.852,small_cross_domain_caution
movies_small,movies_small,sasrec,D_SASRec_plus_calibrated_relevance_plus_evidence_risk,0.5490825091799565,0.4043,0.138,0.528,0.3597096697285774,0.5127493760949382,0.0147527086000534,0.0300636942675158,0.41,0.852,small_cross_domain_caution
movies_small,movies_small,sasrec,A_SASRec_only,0.5410998211943354,0.3925,0.108,0.586,0.3737096697285773,0.5161653180967738,0.0,0.0,0.41,0.852,small_cross_domain_caution
movies_small,movies_small,sasrec,B_SASRec_plus_calibrated_relevance,0.6085139480199909,0.4807999999999999,0.212,0.67,0.4755654549428648,0.5864291024192936,0.1245872280586908,0.2249681528662418,0.41,0.852,small_cross_domain_caution
movies_small,movies_small,sasrec,B_SASRec_plus_calibrated_relevance,0.5718273204167885,0.4315333333333333,0.132,0.668,0.4369221905071511,0.5533045466871713,0.0567871176793779,0.0994479830148619,0.41,0.852,small_cross_domain_caution
movies_small,movies_small,sasrec,B_SASRec_plus_calibrated_relevance,0.5651408427455299,0.4229333333333333,0.128,0.652,0.4229942979000073,0.5466180690159127,0.0444299195999182,0.077537154989384,0.41,0.852,small_cross_domain_caution
movies_small,movies_small,sasrec,C_SASRec_plus_evidence_risk,0.5410998211943354,0.3925,0.108,0.586,0.3737096697285773,0.5161653180967738,0.0,0.0,0.41,0.852,small_cross_domain_caution
movies_small,movies_small,sasrec,D_SASRec_plus_calibrated_relevance_plus_evidence_risk,0.6085139480199909,0.4807999999999999,0.212,0.67,0.4755654549428648,0.5864291024192936,0.1245872280586908,0.2249681528662418,0.41,0.852,small_cross_domain_caution
movies_small,movies_small,sasrec,D_SASRec_plus_calibrated_relevance_plus_evidence_risk,0.5718273204167885,0.4315333333333333,0.132,0.668,0.4369221905071511,0.5533045466871713,0.0567871176793779,0.0994479830148619,0.41,0.852,small_cross_domain_caution
movies_small,movies_small,sasrec,D_SASRec_plus_calibrated_relevance_plus_evidence_risk,0.5651408427455299,0.4229333333333333,0.128,0.652,0.4229942979000073,0.5466180690159127,0.0444299195999182,0.077537154989384,0.41,0.852,small_cross_domain_caution
movies_small,movies_small,sasrec,C_SASRec_plus_evidence_risk,0.5495966158070615,0.4032,0.114,0.602,0.3875901243071495,0.5289365989547962,0.0157028228062831,0.0272611464968152,0.41,0.852,small_cross_domain_caution
movies_small,movies_small,sasrec,D_SASRec_plus_calibrated_relevance_plus_evidence_risk,0.610410493245444,0.4834666666666667,0.22,0.67,0.4774705788857215,0.5861884045220985,0.1280922102286479,0.2317622080679406,0.41,0.852,small_cross_domain_caution
movies_small,movies_small,sasrec,D_SASRec_plus_calibrated_relevance_plus_evidence_risk,0.5754437305400857,0.4365333333333333,0.146,0.664,0.4385180169142932,0.5583457855589006,0.0634705612541973,0.1121868365180466,0.41,0.852,small_cross_domain_caution
movies_small,movies_small,sasrec,D_SASRec_plus_calibrated_relevance_plus_evidence_risk,0.5664084282517811,0.4249,0.136,0.634,0.4166850003642928,0.5478856545221639,0.0467725289607073,0.0825477707006369,0.41,0.852,small_cross_domain_caution
movies_small,movies_small,sasrec,C_SASRec_plus_evidence_risk,0.5498157338861178,0.4036,0.116,0.592,0.3835901243071495,0.5291557170338527,0.0161077722638021,0.02828025477707,0.41,0.852,small_cross_domain_caution
movies_small,movies_small,sasrec,D_SASRec_plus_calibrated_relevance_plus_evidence_risk,0.6068202869891521,0.479,0.22,0.656,0.4681138433214353,0.5825981982658066,0.1214571937018128,0.2203821656050954,0.41,0.852,small_cross_domain_caution
movies_small,movies_small,sasrec,D_SASRec_plus_calibrated_relevance_plus_evidence_risk,0.5702932093989967,0.4300666666666666,0.142,0.64,0.4237324383928644,0.5531952644178116,0.0539519457615502,0.0957112526539275,0.41,0.852,small_cross_domain_caution
movies_small,movies_small,sasrec,D_SASRec_plus_calibrated_relevance_plus_evidence_risk,0.5611084703177693,0.4182999999999999,0.134,0.606,0.3998519838142923,0.5425856965881523,0.0369777411481491,0.0657324840764329,0.41,0.852,small_cross_domain_caution
movies_small,movies_small,sasrec,C_SASRec_plus_evidence_risk,0.5496143384015395,0.4037999999999999,0.124,0.574,0.3764952482500061,0.5261046640524101,0.0157355757176384,0.0287898089171972,0.41,0.852,small_cross_domain_caution
movies_small,movies_small,sasrec,D_SASRec_plus_calibrated_relevance_plus_evidence_risk,0.5985189252939355,0.4685666666666667,0.214,0.62,0.4452808267714349,0.5721595934479417,0.1061155480939958,0.1938004246284501,0.41,0.852,small_cross_domain_caution
movies_small,movies_small,sasrec,D_SASRec_plus_calibrated_relevance_plus_evidence_risk,0.5651275181809277,0.4237333333333333,0.142,0.6,0.4016375623357211,0.5466047444513105,0.044405294634098,0.0795753715498938,0.41,0.852,small_cross_domain_caution
movies_small,movies_small,sasrec,D_SASRec_plus_calibrated_relevance_plus_evidence_risk,0.5567678430024395,0.413,0.132,0.59,0.3900664052928635,0.5346829974017422,0.0289558805869147,0.0522292993630572,0.41,0.852,small_cross_domain_caution
movies_small,movies_small,sasrec,C_SASRec_plus_evidence_risk,0.5430287220625984,0.3959666666666667,0.122,0.534,0.3554952482500061,0.5102576608486604,0.0035647782400029,0.008832271762208,0.41,0.852,small_cross_domain_caution
movies_small,movies_small,sasrec,D_SASRec_plus_calibrated_relevance_plus_evidence_risk,0.580656903575338,0.4461666666666667,0.206,0.568,0.4074250415571474,0.5528727429809124,0.0731049629506265,0.1367303609341826,0.41,0.852,small_cross_domain_caution
movies_small,movies_small,sasrec,D_SASRec_plus_calibrated_relevance_plus_evidence_risk,0.5610689244825989,0.4200666666666666,0.16,0.548,0.3799240912071486,0.5261606201460128,0.0369046569710316,0.0702335456475582,0.41,0.852,small_cross_domain_caution
movies_small,movies_small,sasrec,D_SASRec_plus_calibrated_relevance_plus_evidence_risk,0.5469967634904758,0.4013333333333334,0.13,0.54,0.362757107757149,0.5120884591538896,0.010898067353126,0.0225053078556263,0.41,0.852,small_cross_domain_caution
movies_small,movies_small,gru4rec,A_GRU4Rec_only,0.5054742714081201,0.3487333333333333,0.098,0.434,0.2804022728928603,0.4563176795872131,0.0,0.0,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,B_GRU4Rec_plus_calibrated_relevance,0.5778280774069364,0.4423333333333333,0.194,0.576,0.4088292151500053,0.5357956293281898,0.1431404328399493,0.2683999235327853,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,B_GRU4Rec_plus_calibrated_relevance,0.5381630983607399,0.3899333333333333,0.12,0.538,0.3538766531785769,0.4968430646562094,0.0646696158472266,0.1181418466832346,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,B_GRU4Rec_plus_calibrated_relevance,0.5259311099224642,0.3739666666666666,0.104,0.518,0.3329961986000049,0.4860359049663657,0.0404705831166374,0.0723571018925635,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,C_GRU4Rec_plus_evidence_risk,0.5054742714081201,0.3487333333333333,0.098,0.434,0.2804022728928603,0.4563176795872131,0.0,0.0,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,0.5778280774069364,0.4423333333333333,0.194,0.576,0.4088292151500053,0.5357956293281898,0.1431404328399493,0.2683999235327853,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,0.5381630983607399,0.3899333333333333,0.12,0.538,0.3538766531785769,0.4968430646562094,0.0646696158472266,0.1181418466832346,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,0.5259311099224642,0.3739666666666666,0.104,0.518,0.3329961986000049,0.4860359049663657,0.0404705831166374,0.0723571018925635,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,C_GRU4Rec_plus_evidence_risk,0.5080792520427937,0.3515,0.094,0.444,0.2847115704285749,0.4667592183382631,0.0051535375429036,0.0079334735232268,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,0.5814346138803473,0.4472666666666666,0.202,0.572,0.4113529341642911,0.5401145801758168,0.1502753884201098,0.2825463582489007,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,0.5415414470398046,0.3945,0.128,0.526,0.3518766531785769,0.501646242083706,0.071353138372821,0.1312368571974766,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,0.5271085695713239,0.3757333333333333,0.11,0.498,0.325472479585719,0.4872133646152254,0.0427999987080179,0.0774230548652266,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,C_GRU4Rec_plus_evidence_risk,0.5058529576572628,0.3485666666666666,0.09,0.442,0.2817115704285749,0.4645329239527321,0.000749170176531,-0.0004779200917609,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,0.5826501183568089,0.4489,0.206,0.572,0.4123054961357195,0.5413300846522782,0.1526800696179787,0.2872299751481553,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,0.5401048690728228,0.3929333333333333,0.132,0.516,0.3467817771214336,0.4987848353682922,0.0685110986326384,0.1267444083349264,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,0.5226359806807291,0.3701666666666666,0.108,0.474,0.3111631820500045,0.4820283613504146,0.0339516969376126,0.0614605238004204,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,C_GRU4Rec_plus_evidence_risk,0.5079727410187403,0.3514,0.094,0.432,0.2792352894428608,0.4659402929399936,0.004942822517277,0.0076467214681704,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,0.583446112424725,0.4502666666666666,0.212,0.558,0.4077817771214336,0.5399888355975464,0.1542548165693886,0.2911489199005925,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,0.5371414706461635,0.3892333333333334,0.132,0.492,0.3332106200785762,0.4979586800642811,0.0626484888139346,0.1161345822978399,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,0.5190632412387135,0.3658666666666667,0.11,0.45,0.2978064464857182,0.479168036282615,0.026883603378542,0.0491301854329956,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,C_GRU4Rec_plus_evidence_risk,0.5138931995921319,0.3599666666666667,0.114,0.406,0.2759734299357178,0.4647366077712249,0.0166555028815984,0.0322118141846684,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,0.5638830149107755,0.4251999999999999,0.19,0.51,0.3693776035285758,0.5154388374640846,0.1155523570763431,0.2192697380997895,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,0.5382550366937594,0.3919666666666667,0.156,0.442,0.3152352894428608,0.4940853454923646,0.0648515011344111,0.1239724718027146,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,0.5180833523125342,0.3652,0.116,0.42,0.2855445869785754,0.4703515892400593,0.024945049862357,0.047218505065953,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,A_GRU4Rec_only,0.5054742714081201,0.3487333333333333,0.098,0.434,0.2804022728928603,0.4563176795872131,0.0,0.0,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,B_GRU4Rec_plus_calibrated_relevance,0.5841514252292372,0.4502333333333334,0.198,0.596,0.4226622317000058,0.5478182921442191,0.1556501651447917,0.2910533358822406,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,B_GRU4Rec_plus_calibrated_relevance,0.535283779029049,0.3862666666666666,0.118,0.526,0.3458292151500053,0.4939637453245185,0.0589733430702365,0.1076276046645,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,B_GRU4Rec_plus_calibrated_relevance,0.5247826240356401,0.3723999999999999,0.102,0.52,0.332472479585719,0.4855998334537575,0.0381984874793567,0.0678646530300132,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,C_GRU4Rec_plus_evidence_risk,0.5054742714081201,0.3487333333333333,0.098,0.434,0.2804022728928603,0.4563176795872131,0.0,0.0,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,0.5841514252292372,0.4502333333333334,0.198,0.596,0.4226622317000058,0.5478182921442191,0.1556501651447917,0.2910533358822406,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,0.535283779029049,0.3862666666666666,0.118,0.526,0.3458292151500053,0.4939637453245185,0.0589733430702365,0.1076276046645,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,0.5247826240356401,0.3723999999999999,0.102,0.52,0.332472479585719,0.4855998334537575,0.0381984874793567,0.0678646530300132,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,C_GRU4Rec_plus_evidence_risk,0.5072534640482589,0.3504,0.092,0.444,0.2839734299357178,0.4659334303437283,0.0035198480729443,0.0047792009176066,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,0.58391172208375,0.4501333333333333,0.2,0.59,0.4206622317000057,0.5461537602502997,0.1551759508097683,0.290766583827184,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,0.5359122464000885,0.3873,0.124,0.506,0.3375199176142908,0.4953046270697739,0.0602166652462372,0.110590709233416,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,0.5259070503983355,0.3742333333333333,0.11,0.492,0.3216869010642902,0.486011845442237,0.0404229851962495,0.0731217740393806,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,C_GRU4Rec_plus_evidence_risk,0.5060436869211817,0.3487666666666666,0.09,0.446,0.283449710921432,0.4647236532166511,0.0011264975197954,9.5584018352121e-05,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,0.5803876823061491,0.4456,0.196,0.582,0.4138766531785769,0.5404924773500507,0.1482042017476769,0.2777671573312942,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,0.5353946193441111,0.3868333333333333,0.126,0.498,0.3342580581071478,0.4947870000137965,0.0591926229056936,0.1092525329764862,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,0.5220744853531657,0.3694666666666667,0.11,0.474,0.310330165500004,0.4836041091454992,0.0328408682380643,0.0594532594150259,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,C_GRU4Rec_plus_evidence_risk,0.5070076759975687,0.3501,0.092,0.432,0.2782352894428607,0.4664000566672541,0.0030335957262017,0.0039189447524374,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,0.5763595479209376,0.4407999999999999,0.198,0.558,0.4005199176142908,0.5329022710937589,0.1402351821297442,0.2640030586885871,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,0.5318286117568451,0.3821666666666666,0.122,0.49,0.3269487605714332,0.4926458211749627,0.0521378472445466,0.0958707704071878,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,0.5159160156374566,0.3616999999999999,0.104,0.448,0.2938064464857182,0.47388356755871,0.0206573208963703,0.037182183138979,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,C_GRU4Rec_plus_evidence_risk,0.5115363925884265,0.3566333333333333,0.106,0.406,0.2730208679642895,0.4652294582643837,0.0119929371744658,0.022653412349455,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,0.5613849768192454,0.4218333333333334,0.188,0.51,0.3660208679642895,0.5157904568694186,0.1106103882505683,0.2096157522462245,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,0.5345494778627031,0.3869666666666667,0.148,0.448,0.3139734299357178,0.4889549579128763,0.0575206456573686,0.1096348690498948,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,gru4rec,D_GRU4Rec_plus_calibrated_relevance_plus_evidence_risk,0.515708447001493,0.3619666666666667,0.11,0.412,0.2793301655000041,0.4715387558000983,0.0202466795488189,0.0379468552857963,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,bert4rec,A_Bert4Rec_only,0.4862176855603787,0.3234666666666667,0.058,0.414,0.2548538845142899,0.426374878126231,0.0,0.0,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,bert4rec,B_Bert4Rec_plus_calibrated_relevance,0.5649039423934252,0.4252333333333333,0.166,0.578,0.3981859507142915,0.5185970080693824,0.1618333910301072,0.3146125309150865,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,bert4rec,B_Bert4Rec_plus_calibrated_relevance,0.5271767996934019,0.3758666666666667,0.106,0.52,0.3368292151500053,0.4794450366209269,0.0842402803300268,0.16199505358615,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,bert4rec,B_Bert4Rec_plus_calibrated_relevance,0.5118077906160404,0.3557,0.08,0.504,0.3153054961357195,0.4626511987951334,0.0526309630760723,0.0996496290189614,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,bert4rec,C_Bert4Rec_plus_evidence_risk,0.4862176855603787,0.3234666666666667,0.058,0.414,0.2548538845142899,0.426374878126231,0.0,0.0,0.571,0.898,small_cross_domain_caution
movies_small,movies_small,bert4rec,D_Bert4Rec_plus_calibrated_relevance_plus_evidence_risk,0.5649039423934252,0.4252333333333333,0.166,0.578,0.3981859507142915,0.5185970080693824,0.1618333910301072,0.3146125309150865,0.571,0.898,small_cross_domain_caution
