domain,backbone,stratum,method_group,method,lambda,alpha,beta,normalization,NDCG@10,MRR,HR@1,HR@3,NDCG@3,NDCG@5,HR@10,candidate_pool_size_mean,hr10_trivial_flag,relative_NDCG_vs_backbone,relative_MRR_vs_backbone,num_users
electronics_small,sasrec,positive_fallback_true,C,C_SASRec_plus_evidence_risk,0.5,1.0,0.0,minmax,0.5490246415880004,0.4024613220815752,0.10759493670886076,0.5949367088607594,0.385241265167277,0.5324918185576702,1.0,6.0,True,0.07443493457297039,0.1417456359102242,474
electronics_small,sasrec,positive_fallback_true,D,D_SASRec_plus_calibrated_relevance_plus_evidence_risk,0.05,0.5,0.5,minmax,0.6568348177625702,0.5458860759493671,0.33122362869198313,0.6772151898734177,0.5271459273131456,0.6365445349526195,1.0,6.0,True,0.28541821439331305,0.5486284289276807,474
electronics_small,sasrec,fallback_rate_per_user_eq_0,A,A_SASRec_only,0.0,1.0,0.0,minmax,0.38335930935170415,0.19666666666666666,0.0,0.0,0.0,0.24087643450849527,1.0,6.0,True,0.0,0.0,5
electronics_small,sasrec,fallback_rate_per_user_eq_0,B,B_SASRec_plus_calibrated_relevance,0.0,0.5,0.5,minmax,0.4121178719300997,0.22999999999999998,0.0,0.2,0.1,0.34087643450849525,1.0,6.0,True,0.07501725372739458,0.16949152542372878,5
electronics_small,sasrec,fallback_rate_per_user_eq_0,C,C_SASRec_plus_evidence_risk,0.5,1.0,0.0,minmax,0.3849657496864177,0.2,0.0,0.2,0.1,0.1,1.0,6.0,True,0.004190429958333907,0.016949152542372992,5
electronics_small,sasrec,fallback_rate_per_user_eq_0,D,D_SASRec_plus_calibrated_relevance_plus_evidence_risk,0.05,0.5,0.5,minmax,0.4121178719300997,0.22999999999999998,0.0,0.2,0.1,0.34087643450849525,1.0,6.0,True,0.07501725372739458,0.16949152542372878,5
electronics_small,sasrec,fallback_rate_per_user_0_to_0.5,A,A_SASRec_only,0.0,1.0,0.0,minmax,0.5200483216479381,0.3641136801541426,0.06647398843930635,0.5751445086705202,0.345405878561112,0.5056353140770932,1.0,6.0,True,0.0,0.0,346
electronics_small,sasrec,fallback_rate_per_user_0_to_0.5,B,B_SASRec_plus_calibrated_relevance,0.0,0.5,0.5,minmax,0.6607093096660074,0.5507225433526012,0.32947976878612717,0.6907514450867052,0.5369826950970332,0.6390897983097402,1.0,6.0,True,0.2704767656442776,0.5125016536578914,346
electronics_small,sasrec,fallback_rate_per_user_0_to_0.5,C,C_SASRec_plus_evidence_risk,0.5,1.0,0.0,minmax,0.5441021227984406,0.3957610789980732,0.0953757225433526,0.6011560693641619,0.38270117796243547,0.5266006136052719,1.0,6.0,True,0.04625301178605939,0.08691625876438684,346
electronics_small,sasrec,fallback_rate_per_user_0_to_0.5,D,D_SASRec_plus_calibrated_relevance_plus_evidence_risk,0.05,0.5,0.5,minmax,0.6656895280499593,0.5572736030828517,0.34104046242774566,0.7052023121387283,0.5477180172894357,0.6450995172344668,1.0,6.0,True,0.28005321878649814,0.5304934515147507,346
